customer_id,experiment_group,converted,revenue,loyalty_tier,device_type
10932,Control,0,0.0,Gold,mobile
10933,Variant_B,1,2418.75,Bronze,mobile
10934,Control,0,0.0,Bronze,mobile
10935,Control,0,0.0,Silver,desktop
10936,Control,1,16278.34,Gold,mobile
10937,Variant_A,1,803.32,Bronze,mobile
10938,Control,1,3982.25,Bronze,desktop
10939,Variant_B,1,2713.2000000000003,Bronze,mobile
10940,Variant_A,1,4203.54,Bronze,mobile
10941,Control,1,0.0,Gold,mobile
10942,Control,0,0.0,Silver,mobile
10943,Control,1,0.0,Bronze,mobile
10944,Control,1,2123.6800000000003,Bronze,mobile
10945,Variant_A,1,0.0,Silver,mobile
10946,Control,0,0.0,Platinum,mobile
10947,Variant_A,0,0.0,Bronze,mobile
10948,Control,0,0.0,Bronze,desktop
10949,Control,0,0.0,Bronze,mobile
10950,Variant_B,1,3675.15,Gold,mobile
10951,Control,1,1013.1999999999999,Silver,mobile
10952,Variant_A,1,5587.78,Silver,mobile
10953,Control,1,1287.06,Bronze,mobile
10954,Control,1,0.0,Bronze,mobile
10955,Control,1,3449.55,Silver,mobile
10956,Variant_A,0,0.0,Bronze,mobile
10957,Control,1,2093.96,Bronze,mobile
10958,Variant_A,1,922.2,Silver,mobile
10959,Control,1,1629.96,Bronze,mobile
10960,Control,1,2147.55,Gold,mobile
10961,Control,1,960.4799999999999,Bronze,mobile
10962,Variant_A,0,0.0,Bronze,desktop
10963,Control,0,0.0,Bronze,mobile
10964,Control,1,498.59999999999997,Silver,desktop
10965,Control,1,1259.2,Bronze,desktop
10966,Control,1,2233.98,Gold,mobile
10967,Variant_A,1,529.74,Silver,mobile
10968,Control,1,372.59999999999997,Silver,desktop
10969,Variant_A,0,0.0,Bronze,mobile
10970,Variant_B,0,0.0,Silver,desktop
10971,Variant_A,0,0.0,Bronze,mobile
10972,Control,1,19153.86,Bronze,mobile
10973,Variant_B,1,2409.96,Silver,mobile
10974,Variant_A,0,0.0,Bronze,mobile
10975,Variant_B,1,3188.12,Silver,mobile
10976,Variant_A,1,4780.86,Silver,desktop
10977,Control,1,6839.91,Bronze,mobile
10978,Variant_B,0,0.0,Bronze,mobile
10979,Variant_A,0,0.0,Silver,mobile
10980,Control,1,1101.96,Bronze,mobile
10981,Variant_A,1,1250.2,Bronze,mobile
10982,Control,1,476.8,Bronze,mobile
10983,Control,1,3744.0,Bronze,mobile
10984,Control,1,2142.4,Bronze,mobile
10985,Control,1,0.0,Silver,desktop
10986,Variant_B,0,0.0,Bronze,mobile
10987,Control,1,1588.16,Bronze,mobile
10988,Control,0,0.0,Silver,mobile
10989,Control,1,3526.4,Bronze,mobile
10990,Control,0,0.0,Silver,mobile
10991,Control,0,0.0,Platinum,mobile
10992,Control,1,3041.5200000000004,Bronze,desktop
10993,Control,1,1122.66,Bronze,mobile
10994,Variant_A,0,0.0,Bronze,mobile
10995,Variant_A,1,1098.24,Gold,mobile
10996,Variant_B,0,0.0,Bronze,mobile
10997,Control,0,0.0,Bronze,mobile
10998,Control,1,0.0,Bronze,mobile
10999,Control,0,0.0,Bronze,mobile
11000,Control,1,9602.279999999999,Gold,mobile
11001,Control,1,2898.0,Platinum,desktop
11002,Variant_A,1,5766.5,Gold,mobile
11003,Variant_B,1,0.0,Silver,mobile
11004,Control,1,4447.26,Bronze,mobile
11005,Control,0,0.0,Bronze,mobile
11006,Variant_B,1,22374.879999999997,Gold,desktop
11007,Variant_A,1,0.0,Silver,mobile
11008,Control,0,0.0,Gold,desktop
11009,Control,0,0.0,Bronze,mobile
11010,Control,1,3165.5,Silver,mobile
11011,Variant_B,1,3900.4,Bronze,mobile
11012,Control,1,6532.76,Gold,desktop
11013,Variant_A,0,0.0,Bronze,mobile
11014,Control,0,0.0,Bronze,desktop
11015,Control,0,0.0,Bronze,mobile
11016,Variant_B,1,2517.9,Bronze,mobile
11017,Control,1,3113.3999999999996,Silver,mobile
11018,Control,0,0.0,Bronze,mobile
11019,Variant_A,1,3355.9700000000003,Silver,desktop
11020,Control,0,0.0,Silver,mobile
11021,Control,1,692.16,Bronze,mobile
11022,Control,1,3812.38,Bronze,mobile
11023,Control,0,0.0,Bronze,mobile
11024,Control,1,1173.6,Bronze,mobile
11025,Variant_A,0,0.0,Silver,mobile
11026,Control,0,0.0,Silver,mobile
11027,Control,1,2944.3999999999996,Bronze,mobile
11028,Control,1,987.36,Bronze,mobile
11029,Control,1,2466.72,Bronze,mobile
11030,Variant_B,1,1141.6,Bronze,mobile
11031,Control,0,0.0,Bronze,mobile
11032,Variant_B,1,2509.36,Gold,desktop
11033,Control,0,0.0,Bronze,mobile
11034,Variant_B,1,1057.05,Bronze,mobile
11035,Control,1,13559.67,Gold,mobile
11036,Control,0,0.0,Bronze,mobile
11037,Control,1,8802.72,Bronze,mobile
11038,Control,1,1062.8400000000001,Gold,mobile
11039,Control,0,0.0,Bronze,mobile
11040,Variant_B,1,767.04,Bronze,mobile
11041,Control,0,0.0,Bronze,desktop
11042,Control,0,0.0,Bronze,mobile
11043,Control,1,1722.16,Bronze,mobile
11044,Control,0,0.0,Bronze,mobile
11045,Variant_A,1,672.06,Bronze,mobile
11046,Control,1,4098.53,Bronze,mobile
11047,Control,1,0.0,Bronze,desktop
11048,Control,1,4429.59,Bronze,mobile
11049,Control,0,0.0,Silver,desktop
11050,Variant_A,0,0.0,Bronze,mobile
11051,Control,1,812.96,Silver,desktop
11052,Control,1,1985.52,Bronze,desktop
11053,Control,1,7908.94,Bronze,mobile
11054,Variant_B,0,0.0,Gold,desktop
11055,Control,1,1731.66,Bronze,mobile
11056,Control,1,3559.25,Silver,mobile
11057,Control,0,0.0,Bronze,mobile
11058,Variant_B,1,6098.16,Bronze,mobile
11059,Variant_B,0,0.0,Platinum,mobile
11060,Control,1,2035.8,Bronze,mobile
11061,Control,0,0.0,Bronze,desktop
11062,Variant_A,1,1700.25,Bronze,mobile
11063,Control,1,1770.75,Silver,desktop
11064,Variant_B,1,13092.75,Bronze,mobile
11065,Control,1,4280.64,Bronze,mobile
11066,Variant_B,0,0.0,Bronze,mobile
11067,Control,0,0.0,Bronze,mobile
11068,Variant_B,1,1183.51,Silver,mobile
11069,Control,0,0.0,Bronze,desktop
11070,Control,1,3482.7300000000005,Gold,mobile
11071,Variant_B,1,5176.99,Gold,mobile
11072,Control,0,0.0,Bronze,mobile
11073,Control,1,2556.84,Bronze,mobile
11074,Control,1,6805.889999999999,Bronze,mobile
11075,Control,1,618.5,Bronze,mobile
11076,Control,0,0.0,Bronze,desktop
11077,Variant_B,1,2754.7999999999997,Bronze,mobile
11078,Control,1,804.16,Bronze,mobile
11079,Control,1,1391.5,Bronze,mobile
11080,Variant_B,1,3184.64,Silver,mobile
11081,Variant_B,0,0.0,Silver,mobile
11082,Control,0,0.0,Gold,mobile
11083,Variant_B,1,2160.49,Silver,desktop
11084,Variant_A,0,0.0,Bronze,mobile
11085,Variant_B,1,1177.66,Silver,mobile
11086,Variant_A,1,940.16,Bronze,mobile
11087,Variant_A,0,0.0,Bronze,mobile
11088,Variant_A,0,0.0,Bronze,desktop
11089,Variant_B,0,0.0,Bronze,mobile
11090,Control,1,23946.56,Gold,mobile
11091,Control,1,920.4,Bronze,mobile
11092,Variant_B,0,0.0,Bronze,mobile
11093,Variant_B,1,9670.18,Gold,mobile
11094,Control,1,390.54,Bronze,mobile
11095,Variant_B,0,0.0,Bronze,mobile
11096,Control,1,1190.3999999999999,Bronze,mobile
11097,Variant_A,1,4903.36,Platinum,mobile
11098,Variant_B,0,0.0,Bronze,desktop
11099,Control,1,6281.76,Platinum,mobile
11100,Control,1,1544.55,Gold,mobile
11101,Variant_B,0,0.0,Bronze,mobile
11102,Control,1,1223.46,Gold,mobile
11103,Control,1,581.21,Silver,mobile
11104,Variant_B,1,3331.0,Bronze,mobile
11105,Control,1,833.8,Silver,mobile
11106,Control,1,714.96,Bronze,desktop
11107,Variant_B,1,3651.8999999999996,Bronze,mobile
11108,Variant_A,0,0.0,Gold,mobile
11109,Control,1,2285.46,Silver,mobile
11110,Control,0,0.0,Gold,mobile
11111,Variant_A,1,2182.7000000000003,Bronze,mobile
11112,Control,1,1852.05,Bronze,desktop
11113,Variant_A,1,3747.75,Bronze,mobile
11114,Control,1,620.16,Bronze,mobile
11115,Variant_A,1,390.42,Bronze,desktop
11116,Variant_B,0,0.0,Bronze,mobile
11117,Control,1,15019.0,Bronze,mobile
11118,Variant_A,0,0.0,Bronze,mobile
11119,Control,1,844.5,Silver,mobile
11120,Control,0,0.0,Bronze,desktop
11121,Control,1,9885.779999999999,Silver,mobile
11122,Variant_A,0,0.0,Gold,mobile
11123,Control,1,2040.85,Bronze,mobile
11124,Variant_B,0,0.0,Bronze,mobile
11125,Control,1,2232.84,Platinum,mobile
11126,Control,0,0.0,Bronze,mobile
11127,Control,1,997.1999999999999,Bronze,mobile
11128,Variant_A,1,428.25,Bronze,desktop
11129,Control,1,10810.279999999999,Bronze,mobile
11130,Control,1,4296.400000000001,Bronze,mobile
11131,Variant_A,1,3452.88,Bronze,mobile
11132,Control,1,2628.64,Platinum,desktop
11133,Control,0,0.0,Bronze,mobile
11134,Control,1,2911.04,Silver,mobile
11135,Control,0,0.0,Bronze,mobile
11136,Control,0,0.0,Bronze,desktop
11137,Variant_B,0,0.0,Bronze,mobile
11138,Variant_A,1,2636.1,Bronze,mobile
11139,Control,0,0.0,Bronze,mobile
11140,Variant_A,0,0.0,Bronze,desktop
11141,Variant_B,0,0.0,Bronze,mobile
11142,Control,0,0.0,Silver,mobile
11143,Control,1,6319.04,Bronze,mobile
11144,Variant_B,0,0.0,Bronze,mobile
11145,Variant_B,1,4676.400000000001,Bronze,mobile
11146,Variant_A,1,15063.1,Bronze,mobile
11147,Control,0,0.0,Bronze,mobile
11148,Control,1,1645.3799999999999,Silver,mobile
11149,Control,1,13657.0,Silver,desktop
11150,Variant_A,0,0.0,Bronze,mobile
11151,Control,1,2675.61,Bronze,desktop
11152,Control,1,6876.1,Silver,desktop
11153,Control,1,2180.5,Bronze,mobile
11154,Control,1,1097.0,Bronze,mobile
11155,Control,0,0.0,Platinum,mobile
11156,Control,1,6328.93,Bronze,mobile
11157,Control,1,0.0,Gold,mobile
11158,Control,0,0.0,Bronze,mobile
11159,Variant_A,1,1332.0,Silver,mobile
11160,Control,1,3609.54,Bronze,mobile
11161,Variant_A,1,4550.31,Bronze,mobile
11162,Control,1,4212.72,Gold,mobile
11163,Variant_A,0,0.0,Bronze,mobile
11164,Variant_A,0,0.0,Silver,mobile
11165,Control,1,4313.19,Gold,mobile
11166,Variant_B,0,0.0,Silver,mobile
11167,Control,0,0.0,Silver,mobile
11168,Variant_A,1,501.02,Bronze,mobile
11169,Variant_B,1,17119.5,Bronze,mobile
11170,Control,0,0.0,Bronze,mobile
11171,Control,1,1915.98,Bronze,mobile
11172,Control,1,597.2,Bronze,mobile
11173,Variant_B,1,309.69,Silver,mobile
11174,Control,1,2569.14,Bronze,mobile
11175,Control,1,5954.280000000001,Gold,mobile
11176,Control,1,1174.61,Silver,mobile
11177,Control,1,1652.75,Bronze,mobile
11178,Control,0,0.0,Gold,mobile
11179,Control,1,2561.7599999999998,Gold,mobile
11180,Control,1,1094.4,Bronze,mobile
11181,Control,1,2869.62,Silver,mobile
11182,Control,0,0.0,Bronze,mobile
11183,Control,1,3807.0,Bronze,mobile
11184,Control,1,1359.18,Silver,mobile
11185,Variant_B,1,7784.47,Bronze,mobile
11186,Variant_B,0,0.0,Silver,mobile
11187,Control,0,0.0,Silver,mobile
11188,Control,0,0.0,Bronze,mobile
11189,Variant_B,1,7761.81,Bronze,desktop
11190,Variant_B,0,0.0,Silver,mobile
11191,Control,0,0.0,Bronze,desktop
11192,Control,1,1055.01,Bronze,mobile
11193,Variant_A,1,5261.48,Bronze,mobile
11194,Variant_B,1,1202.56,Gold,desktop
11195,Control,1,964.48,Silver,mobile
11196,Control,1,1268.6,Bronze,mobile
11197,Variant_B,1,899.14,Gold,mobile
11198,Control,1,903.96,Bronze,mobile
11199,Control,1,4055.7400000000002,Bronze,mobile
11200,Control,1,1288.56,Silver,mobile
11201,Variant_B,1,826.56,Bronze,mobile
11202,Control,1,1249.3799999999999,Bronze,mobile
11203,Control,0,0.0,Bronze,mobile
11204,Variant_A,1,2197.59,Bronze,mobile
11205,Variant_B,1,2094.75,Bronze,desktop
11206,Control,1,12243.06,Platinum,desktop
11207,Variant_A,1,0.0,Bronze,mobile
11208,Control,0,0.0,Bronze,desktop
11209,Variant_A,0,0.0,Silver,mobile
11210,Variant_B,1,6610.859999999999,Silver,mobile
11211,Control,1,1032.5,Gold,mobile
11212,Control,0,0.0,Bronze,mobile
11213,Control,1,8333.64,Gold,mobile
11214,Variant_B,1,7173.83,Bronze,desktop
11215,Control,0,0.0,Bronze,mobile
11216,Control,0,0.0,Bronze,mobile
11217,Control,0,0.0,Bronze,desktop
11218,Control,0,0.0,Silver,mobile
11219,Control,1,1200.42,Silver,mobile
11220,Variant_B,1,547.58,Silver,mobile
11221,Variant_B,1,697.8499999999999,Gold,mobile
11222,Control,1,22070.75,Gold,mobile
11223,Variant_B,1,13024.2,Bronze,mobile
11224,Control,1,6482.49,Silver,mobile
11225,Control,1,1898.4,Silver,mobile
11226,Control,1,1936.1,Silver,mobile
11227,Variant_A,1,1028.66,Bronze,mobile
11228,Variant_A,1,3087.12,Bronze,desktop
11229,Variant_A,0,0.0,Silver,mobile
11230,Control,1,3394.56,Gold,mobile
11231,Control,1,5257.57,Bronze,mobile
11232,Variant_B,1,914.8100000000001,Platinum,mobile
11233,Control,1,2660.0,Silver,mobile
11234,Variant_A,0,0.0,Bronze,mobile
11235,Variant_B,1,2273.58,Gold,mobile
11236,Control,1,7413.36,Platinum,desktop
11237,Control,1,0.0,Bronze,mobile
11238,Control,1,3582.0200000000004,Bronze,mobile
11239,Control,1,701.04,Bronze,mobile
11240,Control,1,196.64,Bronze,mobile
11241,Variant_B,1,0.0,Bronze,mobile
11242,Variant_B,0,0.0,Silver,mobile
11243,Control,1,3944.88,Bronze,mobile
11244,Control,1,5719.800000000001,Silver,mobile
11245,Control,0,0.0,Bronze,mobile
11246,Variant_B,1,690.58,Gold,mobile
11247,Variant_B,1,1968.96,Silver,desktop
11248,Control,0,0.0,Gold,mobile
11249,Control,1,245.39999999999998,Bronze,mobile
11250,Control,1,592.4,Bronze,mobile
11251,Control,1,1242.56,Silver,mobile
11252,Control,1,3068.56,Silver,mobile
11253,Variant_B,0,0.0,Bronze,mobile
11254,Control,1,3288.3999999999996,Bronze,mobile
11255,Variant_A,1,4320.6,Bronze,mobile
11256,Variant_A,0,0.0,Bronze,mobile
11257,Control,1,0.0,Bronze,desktop
11258,Control,1,1490.5,Silver,desktop
11259,Variant_B,1,4337.08,Gold,mobile
11260,Control,1,2093.96,Bronze,mobile
11261,Control,1,2432.34,Gold,mobile
11262,Variant_A,1,2147.7400000000002,Bronze,mobile
11263,Control,1,7783.92,Gold,mobile
11264,Control,0,0.0,Bronze,mobile
11265,Control,1,6943.820000000001,Gold,mobile
11266,Control,0,0.0,Platinum,mobile
11267,Control,1,2200.96,Bronze,mobile
11268,Control,0,0.0,Gold,mobile
11269,Control,1,11059.6,Silver,mobile
11270,Control,1,803.85,Silver,mobile
11271,Control,1,647.52,Bronze,mobile
11272,Control,1,4177.04,Silver,mobile
11273,Control,1,2068.53,Gold,mobile
11274,Variant_B,0,0.0,Bronze,mobile
11275,Control,0,0.0,Bronze,mobile
11276,Variant_A,1,0.0,Bronze,desktop
11277,Control,0,0.0,Bronze,mobile
11278,Control,1,1148.94,Gold,mobile
11279,Control,0,0.0,Bronze,mobile
11280,Control,1,580.7700000000001,Bronze,mobile
11281,Variant_A,0,0.0,Silver,mobile
11282,Variant_A,1,2406.35,Gold,desktop
11283,Control,0,0.0,Silver,mobile
11284,Control,1,2542.1200000000003,Bronze,mobile
11285,Control,0,0.0,Bronze,mobile
11286,Variant_A,0,0.0,Bronze,mobile
11287,Control,1,4257.6,Gold,mobile
11288,Variant_A,1,4034.84,Bronze,mobile
11289,Variant_A,0,0.0,Bronze,mobile
11290,Variant_B,1,121.42,Bronze,mobile
11291,Control,1,5127.9800000000005,Silver,desktop
11292,Control,1,8464.5,Bronze,mobile
11293,Control,1,254.49,Gold,mobile
11294,Control,0,0.0,Bronze,mobile
11295,Variant_B,0,0.0,Bronze,mobile
11296,Control,1,2110.4,Silver,mobile
11297,Variant_B,1,545.9399999999999,Bronze,mobile
11298,Control,1,444.04,Silver,mobile
11299,Variant_B,1,1600.72,Gold,desktop
11300,Control,0,0.0,Bronze,desktop
11301,Control,1,422.55999999999995,Gold,mobile
11302,Variant_B,0,0.0,Bronze,mobile
11303,Variant_B,0,0.0,Bronze,mobile
11304,Control,1,1429.1899999999998,Bronze,mobile
11305,Control,1,1894.0,Gold,mobile
11306,Variant_A,0,0.0,Silver,mobile
11307,Control,0,0.0,Silver,mobile
11308,Variant_B,1,862.3199999999999,Silver,desktop
11309,Control,0,0.0,Bronze,mobile
11310,Control,0,0.0,Gold,mobile
11311,Variant_A,0,0.0,Bronze,mobile
11312,Variant_A,0,0.0,Silver,mobile
11313,Variant_B,1,355.92,Bronze,desktop
11314,Control,0,0.0,Bronze,mobile
11315,Control,0,0.0,Silver,mobile
11316,Control,0,0.0,Silver,mobile
11317,Variant_B,1,1392.0,Bronze,mobile
11318,Control,0,0.0,Gold,mobile
11319,Variant_A,1,1817.25,Bronze,desktop
11320,Variant_B,1,0.0,Bronze,mobile
11321,Variant_A,0,0.0,Bronze,mobile
11322,Control,1,0.0,Bronze,mobile
11323,Control,1,1422.0,Bronze,desktop
11324,Variant_A,0,0.0,Silver,mobile
11325,Control,0,0.0,Silver,mobile
11326,Control,1,3440.1400000000003,Bronze,mobile
11327,Control,0,0.0,Bronze,mobile
11328,Control,1,472.19000000000005,Silver,mobile
11329,Variant_B,1,823.68,Bronze,mobile
11330,Control,1,3177.36,Bronze,mobile
11331,Control,0,0.0,Silver,mobile
11332,Control,0,0.0,Bronze,desktop
11333,Variant_B,1,1265.46,Bronze,mobile
11334,Control,1,4987.18,Silver,mobile
11335,Variant_B,1,2654.3,Gold,mobile
11336,Control,1,4118.58,Gold,mobile
11337,Control,1,2850.96,Platinum,mobile
11338,Variant_B,1,2690.02,Bronze,mobile
11339,Variant_B,1,1507.22,Silver,desktop
11340,Variant_B,0,0.0,Bronze,mobile
11341,Variant_B,0,0.0,Bronze,mobile
11342,Variant_A,1,4255.74,Silver,mobile
11343,Variant_A,1,5573.6,Silver,mobile
11344,Control,1,1518.93,Silver,mobile
11345,Variant_A,1,1344.0,Silver,desktop
11346,Variant_B,1,2101.14,Bronze,desktop
11347,Control,0,0.0,Bronze,mobile
11348,Variant_B,1,336.4,Silver,desktop
11349,Variant_A,1,0.0,Platinum,mobile
11350,Control,1,1155.94,Bronze,mobile
11351,Control,1,8159.25,Bronze,mobile
11352,Control,1,3246.72,Bronze,desktop
11353,Control,1,535.8,Bronze,mobile
11354,Control,0,0.0,Bronze,desktop
11355,Variant_B,1,0.0,Bronze,mobile
11356,Variant_B,1,4775.32,Silver,mobile
11357,Variant_A,1,495.41999999999996,Bronze,mobile
11358,Control,1,3352.25,Bronze,mobile
11359,Control,0,0.0,Bronze,mobile
11360,Control,1,756.0,Bronze,mobile
11361,Control,1,271.52,Bronze,mobile
11362,Variant_A,1,1263.33,Bronze,mobile
11363,Control,0,0.0,Bronze,mobile
11364,Variant_B,0,0.0,Silver,mobile
11365,Control,1,2718.1299999999997,Bronze,mobile
11366,Variant_A,1,342.51,Gold,mobile
11367,Variant_A,0,0.0,Silver,mobile
11368,Control,0,0.0,Bronze,mobile
11369,Variant_B,1,444.96,Bronze,desktop
11370,Control,0,0.0,Bronze,mobile
11371,Control,0,0.0,Silver,mobile
11372,Control,1,8579.0,Bronze,mobile
11373,Variant_A,1,2016.0,Bronze,desktop
11374,Variant_B,0,0.0,Silver,desktop
11375,Control,1,403.75,Bronze,mobile
11376,Variant_A,1,5814.72,Bronze,desktop
11377,Control,1,2154.03,Silver,desktop
11378,Variant_B,1,1304.16,Platinum,mobile
11379,Variant_B,1,3096.8,Gold,mobile
11380,Variant_B,1,4533.0,Silver,mobile
11381,Control,0,0.0,Bronze,mobile
11382,Control,1,0.0,Silver,mobile
11383,Control,0,0.0,Silver,mobile
11384,Control,1,1858.5,Bronze,mobile
11385,Variant_A,0,0.0,Gold,mobile
11386,Control,1,0.0,Bronze,mobile
11387,Variant_B,1,0.0,Bronze,mobile
11388,Variant_B,1,4791.61,Bronze,mobile
11389,Control,0,0.0,Silver,mobile
11390,Control,1,298.26,Gold,desktop
11391,Control,1,2120.1400000000003,Bronze,mobile
11392,Variant_A,1,338.56,Bronze,mobile
11393,Control,0,0.0,Bronze,mobile
11394,Control,0,0.0,Bronze,mobile
11395,Control,1,268.8,Silver,mobile
11396,Variant_A,1,1056.78,Bronze,desktop
11397,Control,1,2927.7000000000003,Gold,desktop
11398,Control,1,0.0,Bronze,mobile
11399,Control,1,3571.25,Bronze,mobile
11400,Variant_B,0,0.0,Bronze,mobile
11401,Variant_A,1,1108.38,Bronze,mobile
11402,Variant_A,0,0.0,Gold,mobile
11403,Variant_A,0,0.0,Bronze,mobile
11404,Variant_A,0,0.0,Bronze,mobile
11405,Variant_B,0,0.0,Bronze,desktop
11406,Control,1,2676.7400000000002,Bronze,mobile
11407,Control,0,0.0,Bronze,desktop
11408,Variant_B,1,1802.6799999999998,Bronze,mobile
11409,Control,0,0.0,Bronze,mobile
11410,Control,1,891.0,Bronze,mobile
11411,Variant_A,0,0.0,Bronze,mobile
11412,Control,1,1711.2,Bronze,mobile
11413,Control,1,4193.2,Bronze,desktop
11414,Variant_B,1,1150.07,Gold,mobile
11415,Variant_A,0,0.0,Bronze,mobile
11416,Control,0,0.0,Bronze,mobile
11417,Variant_B,1,1816.96,Platinum,mobile
11418,Control,1,0.0,Bronze,mobile
11419,Control,0,0.0,Bronze,mobile
11420,Control,1,0.0,Bronze,mobile
11421,Variant_B,1,4266.64,Silver,mobile
11422,Control,0,0.0,Bronze,mobile
11423,Variant_B,1,4713.54,Silver,mobile
11424,Control,1,0.0,Silver,mobile
11425,Variant_B,0,0.0,Bronze,desktop
11426,Control,0,0.0,Bronze,mobile
11427,Control,0,0.0,Gold,mobile
11428,Variant_A,1,10555.23,Bronze,mobile
11429,Variant_B,1,844.0,Bronze,mobile
11430,Control,0,0.0,Bronze,mobile
11431,Variant_B,1,318.6,Silver,mobile
11432,Control,1,829.35,Bronze,mobile
11433,Control,1,5058.72,Silver,mobile
11434,Variant_A,0,0.0,Bronze,mobile
11435,Variant_A,1,2055.36,Bronze,mobile
11436,Control,1,12288.989999999998,Silver,mobile
11437,Control,1,9092.79,Silver,mobile
11438,Variant_B,0,0.0,Bronze,mobile
11439,Variant_A,1,9993.6,Bronze,desktop
11440,Control,1,1249.29,Bronze,mobile
11441,Variant_A,0,0.0,Bronze,mobile
11442,Variant_B,0,0.0,Bronze,mobile
11443,Control,1,1116.94,Silver,mobile
11444,Control,1,903.21,Bronze,mobile
11445,Variant_A,0,0.0,Bronze,mobile
11446,Variant_B,1,1214.22,Bronze,mobile
11447,Control,0,0.0,Bronze,mobile
11448,Variant_A,0,0.0,Platinum,mobile
11449,Control,1,3519.12,Bronze,mobile
11450,Control,1,498.0,Bronze,mobile
11451,Control,1,4815.360000000001,Gold,mobile
11452,Control,0,0.0,Bronze,mobile
11453,Variant_A,0,0.0,Platinum,mobile
11454,Variant_B,0,0.0,Bronze,mobile
11455,Control,0,0.0,Bronze,mobile
11456,Control,1,1652.81,Silver,mobile
11457,Variant_B,1,4893.0,Bronze,mobile
11458,Variant_A,1,3287.9,Silver,mobile
11459,Control,1,6520.73,Gold,mobile
11460,Control,0,0.0,Bronze,desktop
11461,Variant_B,0,0.0,Gold,mobile
11462,Control,1,12348.16,Bronze,mobile
11463,Control,1,2084.6,Gold,desktop
11464,Control,1,355.49,Gold,desktop
11465,Control,0,0.0,Silver,desktop
11466,Control,1,3596.1200000000003,Bronze,mobile
11467,Variant_B,1,4096.56,Silver,mobile
11468,Variant_B,0,0.0,Bronze,mobile
11469,Control,0,0.0,Gold,mobile
11470,Control,1,2353.34,Silver,mobile
11471,Variant_B,1,609.62,Silver,mobile
11472,Variant_A,1,2414.2,Bronze,mobile
11473,Control,1,6519.04,Silver,desktop
11474,Control,0,0.0,Gold,mobile
11475,Control,1,1272.13,Bronze,mobile
11476,Control,0,0.0,Silver,desktop
11477,Control,1,2882.5,Bronze,mobile
11478,Variant_B,0,0.0,Bronze,mobile
11479,Variant_B,1,5130.77,Silver,mobile
11480,Control,1,1383.76,Bronze,mobile
11481,Control,1,6431.88,Bronze,mobile
11482,Control,1,1188.6000000000001,Silver,mobile
11483,Control,1,1537.62,Bronze,desktop
11484,Variant_B,1,3957.0,Bronze,mobile
11485,Control,0,0.0,Gold,desktop
11486,Control,0,0.0,Bronze,mobile
11487,Variant_B,0,0.0,Gold,mobile
11488,Variant_A,1,0.0,Bronze,mobile
11489,Control,1,0.0,Bronze,mobile
11490,Control,0,0.0,Silver,mobile
11491,Control,1,1187.13,Bronze,mobile
11492,Variant_A,1,521.55,Bronze,mobile
11493,Variant_B,1,761.5999999999999,Bronze,desktop
11494,Control,0,0.0,Bronze,mobile
11495,Variant_B,1,5563.14,Silver,mobile
11496,Control,0,0.0,Platinum,mobile
11497,Variant_B,0,0.0,Bronze,desktop
11498,Variant_B,0,0.0,Bronze,desktop
11499,Control,1,4397.58,Gold,mobile
11500,Control,1,890.72,Gold,mobile
11501,Control,0,0.0,Bronze,mobile
11502,Control,0,0.0,Bronze,desktop
11503,Variant_A,0,0.0,Bronze,desktop
11504,Control,1,5834.62,Silver,mobile
11505,Variant_A,0,0.0,Bronze,mobile
11506,Control,1,3798.08,Bronze,mobile
11507,Control,1,0.0,Silver,mobile
11508,Variant_A,1,0.0,Gold,desktop
11509,Control,0,0.0,Gold,mobile
11510,Control,0,0.0,Bronze,desktop
11511,Variant_A,1,2505.39,Silver,desktop
11512,Variant_B,0,0.0,Silver,mobile
11513,Variant_A,0,0.0,Silver,mobile
11514,Variant_B,0,0.0,Bronze,mobile
11515,Variant_A,1,4297.59,Silver,mobile
11516,Variant_A,1,3398.94,Silver,mobile
11517,Control,1,0.0,Silver,desktop
11518,Control,1,189.63,Silver,mobile
11519,Variant_B,1,513.24,Bronze,mobile
11520,Control,1,3070.73,Bronze,mobile
11521,Control,1,2581.5,Bronze,mobile
11522,Variant_B,1,1285.3799999999999,Platinum,mobile
11523,Variant_B,0,0.0,Bronze,desktop
11524,Control,1,1269.32,Silver,desktop
11525,Control,0,0.0,Bronze,mobile
11526,Control,1,1946.2800000000002,Bronze,desktop
11527,Control,1,3088.07,Bronze,mobile
11528,Variant_B,0,0.0,Bronze,mobile
11529,Control,0,0.0,Platinum,desktop
11530,Control,1,761.9399999999999,Bronze,mobile
11531,Control,1,574.3199999999999,Silver,mobile
11532,Control,1,4196.639999999999,Bronze,mobile
11533,Variant_A,0,0.0,Silver,mobile
11534,Control,1,437.52,Bronze,mobile
11535,Control,0,0.0,Bronze,mobile
11536,Variant_B,1,309.53,Bronze,mobile
11537,Control,0,0.0,Bronze,mobile
11538,Variant_B,1,1689.63,Bronze,mobile
11539,Control,1,5860.92,Bronze,mobile
11540,Control,0,0.0,Bronze,mobile
11541,Control,0,0.0,Bronze,mobile
11542,Variant_A,1,14103.68,Bronze,mobile
11543,Variant_A,0,0.0,Bronze,mobile
11544,Control,1,915.86,Bronze,mobile
11545,Variant_A,0,0.0,Silver,desktop
11546,Control,0,0.0,Gold,mobile
11547,Control,0,0.0,Bronze,mobile
